ACC_ID	distance_threshold	num_clusters
Q7L1W4	1.2385499586209674	2
Q9Y275	7.708403843656373	4
Q9P212	0.7487392969878934	3
Q9Y2G1	1.580312270846045	4
Q9P218	0.5197830316584025	3
Q60520	2.614562742619917	3
Q9D125	0.015081857402739129	3
V9GXK1	0.02004993765576346	2
Q9UGC6	2.098394862746285	2
Q9BYN8	6.2315667005391795	3
P22087	4.398884730214675	3
O43513	2.548562064664849	3
O15504	1.4470555160969694	2
P22607	4.218962851902505	2
Q9BXW9	2.559117235520146	3
O75140	0.9531825638354912	2
P07327	2.7387571998992537	2
Q9Y6R9	0.6035826372585613	2
O95989	0.09823950325607322	2
P42262	7.225297987237671	3
Q9H0J9	3.5519847629252377	3
P09972	2.4676578602443784	8
P36406	2.5548763179457437	2
Q14318	2.9880097136122483	4
Q08379	1.7105073236206256	3
Q9ULR3	0.04841487374764064	3
Q99527	1.1478214130021631	3
P35610	2.942846939116131	4
Q7TNG8	0.01913112646970899	2
Q9NXS2	5.115035382505748	2
Q9NWM8	2.9733158370187764	2
Q96S59	2.3071504319626643	3
Q16611	8.56844153601955	3
Q01433	0.6658810432758311	3
Q9D4J1	0.03051229260478472	3
Q9NP81	3.374972342953057	3
Q63347	0.3065532069851059	3
Q80Z29	1.8715668235149354	6
P48357	3.2233094018415294	2
O00499	2.7708546816220205	2
O15315	0.8202268360309288	3
Q14213	1.8959345075403093	3
Q9UIV1	2.367810566316008	3
Q9BVL2	5.216821542958973	4
P19387	2.2535449851289857	2
P06396	7.916115345007785	2
P15692	8.278479043180518	3
P29622	1.4225199775168478	4
Q00653	3.59586180944774	3
Q62636	1.8036794942801395	4
P30048	4.623686583476676	2
Q9NZN9	0.38678571690466645	3
Q9HA72	9.666931570182145	2
P04155	2.2820920448869773	4
Q9D6J6	2.030069070794789	3
P43250	1.755874325886515	3
P09001	7.438513078049563	3
Q9Y5P3	2.013759048219695	4
Q9Y6Y9	2.7804756968824975	4
Q15750	2.7108222614795925	2
O94817	2.853138797885584	2
Q01650	1.9977489584519756	3
Q5QD04	1.1883660997504188	3
P21728	2.8486468378604415	3
O95970	3.8416225804065744	3
P07996	3.544366398478953	2
O14646	4.552665233527655	2
P62308	10.320055166539342	2
O75521	2.5662128517508185	6
Q9Y2T3	2.1422387540731522	3
P23906	2.6255824002257415	4
O00213	4.606580361993872	3
Q96NY8	3.509488020590278	2
Q9UKN5	0.0	2
P25774	8.070999365419347	3
Q14145	12.55149660920979	3
Q9BQ15	2.77148663476241	2
O15217	4.235723940485262	2
P25874	0.04511836285445936	3
P29350	3.75716592097096	4
P36941	0.0	2
Q80Y75	2.826614052183283	2
Q13308	1.9218878739406209	2
Q6PIW4	2.506219929102558	3
P06802	2.135390315494541	3
P52735	2.497166706582748	4
O60306	2.8865124111979843	2
P97924	0.0	2
Q96LC9	2.0125063975053594	2
Q9D439	1.5972284745771348	2
Q13467	0.56247795550185	3
Q9BQ48	7.447145727173404	3
P78380	6.160780410051114	2
P28481	1.152449131198423	2
Q91V08	2.630536701031601	4
P17220	1.0700505914467868	3
Q16584	2.888741681078459	2
Q13322	1.3839262701636703	3
Q9UJX4	0.9698891409740096	3
Q96FZ7	2.683450763476013	2
O60462	4.602957075376953	3
Q5RKV6	1.1686322599819037	3
Q9Z0G9	2.8101194814455845	2
O75604	1.7715209387912694	4
Q9H5F2	0.017291616465790582	2
Q9JMB7	1.0483730252157386	3
P13864	2.517624109505523	3
Q63HR2	1.7885106863665223	3
Q14005	0.0	2
Q9H9T3	0.24723410036225646	3
Q9NP97	5.396094758307376	4
Q9UNS1	3.6765419267924333	3
Q62765	3.2393858162723785	2
P13637	0.32124704927308934	2
Q9Y663	2.3274497844519044	4
Q60980	0.29370393255794175	2
P58400	2.5051719798490684	4
Q86U44	6.119421288905602	2
Q9Y450	0.003464101615137754	3
P06132	0.023836047131543078	2
O94953	1.7700695810052212	3
P80386	4.665488612733482	2
P12369	2.4883226697491736	4
Q93096	2.7887047108298164	3
Q9GZS1	2.0288125459679196	3
Q96RG2	1.3154463918894925	6
O15342	0.1562950201808535	2
P51460	0.21130625483722287	2
Q92797	3.3317806880898626	3
Q9UHE8	2.456862701359873	2
Q14397	6.327201026339026	2
Q9Y2W6	3.0383178116663654	3
O75400	3.82797736685716	3
Q92730	1.5661058521554412	4
P49354	1.7567068274079989	3
Q91WG0	0.9855774956846366	3
Q08602	1.6418883283285441	3
A0JLY1	2.2293995454680915	2
P02786	5.448222584472667	4
Q16656	1.8614228428812192	2
O95727	2.506342639591767	3
H3BRN8	0.028930952282978817	3
P42330	9.762033142380993	3
Q9H0Q3	0.31982703658904965	2
O95278	2.782992573951046	2
Q92834	2.3741638344424425	3
Q14596	2.997928562635652	2
Q92583	3.904542019673852	4
P07204	3.1930634157783637	3
Q5EBH1	1.2084514791175929	3
Q96RU2	3.156831628972334	4
P31025	2.7344059139804586	3
O75084	3.452526118634555	3
Q62165	0.34467501179916127	3
Q9UH99	1.505185101732073	2
O70394	2.4781474935927443	2
Q99638	2.371545628206775	2
P39023	9.149231445460298	4
Q9UBT6	3.6664978676693085	4
Q5SPW0	2.0598055733490965	2
Q92734	5.012007259167076	3
Q5QNW6	0.1880186160995767	2
O55142	1.0846367443687908	3
Q16288	2.533864045287355	2
P60881	7.4068601241997385	2
P00451	3.969326090815706	2
Q9BXL7	2.0173589170001454	2
P11610	1.540615716017928	3
Q01167	0.950373084635713	2
Q8BX22	2.445791755913075	3
Q8N0W4	2.1705406638299034	4
P51788	2.1004914617548796	6
O75460	5.253009697021827	3
Q9P1Z3	2.332182510520397	3
P42568	4.727906920645902	4
P01009	6.2590104763955585	2
P49137	7.687373384354172	3
P05067	6.930341615119391	2
Q9BZ23	2.029725350878783	2
P31044	2.0547819835690597	2
Q9NR31	3.7498304392082393	3
P02671	8.723694832578058	2
P06768	2.584380957469957	2
P61967	1.8724871690127103	3
A8K979	0.031160872901765835	2
O75844	2.0918127704617038	2
Q8NFP0	2.7016766970867323	3
Q99757	3.7609504854650146	4
Q99567	0.5341189006204514	3
Q96LB8	2.439156151275067	3
P04085	2.8278813624337213	2
P62702	0.17310690338631796	2
Q9Y6G5	1.30048887216237	3
O43451	2.1316349828242176	2
Q96DE0	4.347332909727484	4
Q9NRK6	0.4672549711183298	3
O15270	4.828772698077325	2
Q8IYV9	3.922934700790552	2
P62754	0.17592896293674887	3
O75348	3.1568937008286433	4
P31415	3.17299817553288	4
O89053	1.2553168686210787	4
Q16666	4.529499303627106	2
Q92820	2.765821035425105	2
O15533	2.7743682471466955	3
O60844	2.357918305534334	3
P31994	1.1001199934552595	2
P50148	3.130143536519061	4
O09130	2.37654821244578	3
O94986	0.0	2
P0DOV2	2.678717833413964	2
P26038	3.730065931593984	2
P15538	2.695109274222476	2
P19801	2.6566598577913583	2
Q16775	0.032526911934581015	3
Q5BN45	0.19286783039169597	2
Q9DB77	4.001301736102056	2
Q9NVP1	1.4064227447918984	3
O95983	2.2482063517390927	2
P43487	0.05430925814002796	4
P60766	2.0742167196317745	2
O15054	0.8527741108156519	3
Q02224	2.8442785584094357	4
P97479	2.9981874524452263	2
Q8BYM7	2.3565525667805503	2
Q9D8U8	0.175171344688565	2
Q07813	0.0	2
Q6U7R4	1.45438509343296	2
P78330	2.958477655112053	3
Q9EQK5	2.2003570164861888	2
P07949	6.126579661411336	2
Q13478	3.001180957056971	3
Q7LBR1	12.947600625948803	2
Q9H7M9	2.016932324100142	2
Q14C51	0.10145442326483356	2
P17535	2.84791790468125	3
O75151	2.9099997793990466	4
Q86TM3	1.1339383852744476	3
P06681	0.3140498711988271	3
O14770	2.8740510775642445	3
Q15435	3.0732851832266155	4
Q86XK2	2.595272625370984	2
P20827	3.142039417936809	4
Q2MKA7	4.54146905842693	3
Q08509	1.015231206986729	4
Q03518	2.5153184233023733	4
Q9ULR0	2.1607183990515746	2
Q13144	5.871874650996956	3
Q92484	0.034030174262649204	3
Q16719	1.078858349123967	3
P32929	4.89393725615532	4
P12532	2.9144911219628034	2
Q16236	2.5684146999429602	3
P14148	1.0826269765276413	3
Q8TDD5	1.5153301626609186	4
Q9JHU4	1.6142077520154174	2
Q13569	4.513336579382029	2
P29460	4.561298980276023	3
P34059	0.007874007874011824	2
Q15274	5.344011334547963	4
Q14444	2.3622446423992427	3
P08567	3.0738503695968986	4
Q9NV96	4.530913898877772	5
Q99972	5.129375340556949	2
P00568	2.3533901551478777	3
Q9H790	0.008717797887081347	2
Q06486	0.0057445626465382205	2
Q96B49	3.0415465567935756	2
P08621	3.1089625244459578	4
Q8CJ91	0.1266327590159424	4
P32738	1.7997227564266667	2
P26441	2.029839156189475	2
Q9JIL4	2.6884708661361922	4
Q14691	3.7267373551145377	4
Q9UK39	0.6480083900934308	3
P51532	4.194287821912583	3
O60565	2.5439127956555305	3
Q9D309	1.9287938140124965	4
Q15645	3.003221515222946	3
Q9NRW3	2.1335442343668434	2
O55128	1.814979416395507	3
Q9Y6E0	7.614279384617625	2
Q9NZJ4	4.150936705532057	2
Q9UNZ2	3.448937541717256	2
Q9BSB4	4.461423080510535	3
Q9UHN1	6.356154105093134	2
P51970	0.5441972681543583	3
Q8K424	7.334962369616485	5
P52657	6.531707377206195	4
Q13394	3.6765698347780638	2
Q8N4E7	2.6261885360483284	6
Q06609	8.906501179109704	3
A0JNT9	3.7484195787640338	2
Q8NEW0	1.241840549780961	3
P01789	0.0074833147735478	3
Q14258	4.228499283916186	3
P43005	4.274723629793056	2
Q13158	3.6466072865579	6
Q07812	7.748227184402965	2
P98194	3.1370595446715877	3
Q9H9A7	1.5010962336684495	4
P38646	2.690696071601795	2
P20783	2.2744653114000255	4
Q8IV08	1.0035863733478618	4
Q9H4Z3	0.7492109948538057	4
Q9UMF0	2.6748673641681284	3
O15111	3.79499968222761	3
Q86XR8	2.1949077429359076	2
Q9Y6A2	3.541276681570186	3
P09936	5.658482019253901	3
Q9P286	2.061726703518194	2
Q13951	5.99863315557128	2
Q29983	3.2222679125113105	2
Q8WWY3	4.7578710591895	2
Q9NP79	3.089484735895831	2
Q00560	2.3651279663249323	4
D3Z7P3	5.242740601847457	4
P25685	2.9453034411574976	3
O70570	0.3310114813718703	2
Q96DC9	2.3330262659029115	3
Q9UHX1	4.627022774651412	2
F7BJB9	0.0144222051018561	2
Q3UZZ6	0.024598102907880115	3
O75533	5.4484363284928845	2
Q6P1J9	2.779475693450288	3
Q7RTP6	0.0	2
P20592	7.288399875661941	2
P35561	3.008811684919958	3
P26641	1.9601169712433455	4
Q12972	0.7403165497952124	3
Q7Z3B1	2.3300513044218474	3
Q99958	2.490738846206081	2
Q9ULV1	3.71080685229096	3
P10820	1.9338587905266251	3
P53370	2.6838971854209155	4
P20070	1.9896512257177135	2
P63280	0.9351678993635315	2
O09111	2.192683653881579	3
O60486	0.6606842214260049	5
P00736	4.415431892805052	2
P02776	4.821600937071497	4
O76054	3.1489022440753414	3
Q62559	1.7680565601812628	2
Q8R2L5	0.010198039027185569	3
Q9Y6K8	2.449899317659129	2
P08686	0.12436334346231792	3
Q5VWG9	6.091552373916084	2
P48771	0.17507141400011594	3
P07093	2.408604367678511	2
Q9Y239	3.6095804795149307	2
Q99P58	3.3029138650591534	2
P46199	0.5639997261432725	3
Q96EY4	0.5778409527427657	2
Q16873	4.601718305179447	4
Q9UBG0	2.209623957949281	3
Q9CQE3	0.008246211251235324	2
Q6PIF6	0.014832396974191475	2
P48163	2.8782207381908704	4
P18206	5.99856070333825	3
Q9H9Y2	0.009345230512584122	2
P56278	2.407292254795832	2
O14746	0.5803895243713484	2
P05108	0.025390286856723066	2
P50443	1.6408723762211386	3
Q96DH6	2.0491107827543145	2
P57075	0.0	2
Q9R1P1	2.162243549220925	6
O95497	3.163249025905612	3
Q9BZB8	1.6085794485404403	2
Q9NQG5	4.3001365071669095	3
P41145	3.0189786657275675	4
Q9NZK7	1.8265459747381292	4
P22234	2.0303315786166225	4
P62826	9.847464392448742	2
Q8C9A2	2.3606197067719314	2
Q64337	1.9009076779265215	2
Q9NYK5	7.390907881574251	3
Q62667	9.842694024451555	2
P78504	3.3246567891377183	3
Q9BY49	2.8282765069914926	2
P97291	1.5204890660573656	2
P62310	4.280550657024214	2
Q9NZD2	4.500655032868036	2
Q9Y6F8	0.529411824765579	3
P07195	3.1441619601720916	4
P55212	8.5531091916599	4
O00206	1.9844935731902318	2
P36542	3.2083191522615877	3
Q9Z2U0	2.1681663651464707	6
Q10469	2.2342413034819253	4
P46926	2.455620966951808	2
Q9JJY9	0.5124022973216933	4
Q7Z699	0.027202941017471005	2
P29752	0.8511426689267276	3
P14921	4.588444715421876	4
Q16881	4.612588070609845	4
Q99M71	1.9533312571092492	2
Q13042	4.735653474291738	2
Q9Y3Q4	3.800743368278784	2
P04424	2.5176375831322506	2
Q9NRD5	2.6386904012234718	4
O14727	6.352611297300509	3
Q9HD33	7.424236859032911	3
P04156	7.1218380716804965	4
O88622	3.3654427911172653	4
P49419	11.064532341375	2
Q9BY76	0.015362291495737215	2
P42336	6.5671839112710595	4
O60911	6.848535055695554	2
P20789	4.701672831588848	3
O54715	2.316219746261428	3
P15085	2.367996160740432	6
Q08AF3	2.3146714424139825	3
Q9P086	3.0876169465309475	3
P52790	0.6624862262719127	2
Q14186	1.8990128206793817	3
Q9P000	4.068813725376048	3
O00506	1.4923715388120065	3
Q9UKZ1	2.3159546627686822	2
Q5JW98	9.126911532011539	2
P25024	0.0	2
P16233	0.05033885179461306	2
Q96C86	4.5366328001150364	4
Q96A83	2.4812833727410304	3
Q15004	2.4428247992846317	2
P00325	1.16939595043291	3
Q5U5Q3	3.3130471136472854	4
Q14BN4	0.4243390297912213	3
P20815	4.7661834058038295	2
Q5TC82	2.705327961433397	5
P59666	3.4322253608376005	4
Q9UQF0	1.4524450756952971	4
P01732	3.4218019127568198	3
Q14008	2.4638922460205115	2
Q96QZ7	2.4446497700614893	4
Q8NHV1	2.076903544542532	2
Q92918	7.295815859975615	3
Q9JLV6	3.919113304726249	3
Q8NI27	1.2535031848098703	3
Q92743	5.955223197340374	3
Q71RI9	3.471404479623408	4
P50431	2.8283410331853545	2
A2RUC4	0.7399271233211366	4
Q9CY16	0.017262676501632067	2
Q96IY1	1.56773936353044	4
Q5T4W7	3.2226315023595236	2
Q9Y6N5	4.792413215052465	2
P30049	1.4640982324195004	3
P20273	1.0145365660723304	5
Q01813	3.5700030965289438	4
Q53GT1	3.219360280556991	3
Q9Y3C7	3.1619787475566627	2
Q8N4T8	3.607580317886214	2
Q9UQM7	6.198865552993947	3
Q6PCU2	7.248759807346669	3
P10636	8.85496328575972	3
Q8NFH3	2.1819884083257706	6
Q9HD26	8.379400397565881	2
P12814	0.1919523774273193	2
Q9P2T1	3.950355904937356	4
Q9BQP7	3.026803330771394	4
Q16678	2.405277738640592	2
Q9WTR1	2.7643367093061775	4
Q13451	9.645073921547786	2
P35505	2.4710018413590875	2
O00299	4.558386148818606	4
O43704	2.80490641555115	2
Q12789	2.712689993346088	2
Q96JC1	2.4267927393990614	2
Q8NBR6	3.366648128844194	4
Q8WV22	0.6545700879203085	2
P13716	2.2044961208194316	3
Q96BY9	1.4326865078426811	4
Q96IJ6	0.17423443052664478	4
O00180	2.8282170880260975	3
P43405	10.622171587676572	2
O75884	0.03583294573433804	2
Q08722	4.119967123166926	4
P04355	0.0	2
Q8IYU2	0.3367729205265766	3
Q6ZNX1	3.573090694942645	2
Q92833	1.1824098274287138	2
Q676U5	4.527422169803006	3
Q13637	3.3273870881239413	3
P41091	3.6590408589850902	5
Q13435	4.665576534577479	2
O95243	4.311990330827792	3
Q9NSU2	4.745316762794133	3
Q9H668	2.368589779657249	3
Q07802	2.6812170623749276	4
P13591	3.988415553323168	2
Q96RR1	1.979114827391276	2
Q99ML1	2.2111440477725552	2
Q9H1K1	4.717907746024714	2
O43464	4.483116020521651	2
P25106	2.8603186487360066	3
Q99104	4.061618695349202	3
Q9JJ11	2.2410854780630416	4
P42766	8.930321578657129	5
O15033	2.8629107318690323	3
Q4AE70	2.8803006440300636	2
P36639	13.379522756147635	2
Q86X55	9.89353984199034	4
Q9UIJ7	1.9445486713399092	5
Q8NFF5	2.2418012846815834	2
O14745	4.3761354787725	2
Q9Y266	2.392729643178387	3
Q96RL1	1.6928768413561572	2
P63252	1.996175843957641	2
A0A0B4J268	1.813965545428027	2
Q96QZ0	4.839799184869408	4
Q13432	5.385333686234113	2
P00416	1.595275681504611	2
P01852	2.373122545476307	5
Q99932	0.03404898432161141	2
P09683	1.7884437368841102	2
Q13153	7.727172781361914	3
Q6IQ55	2.2801399985557245	4
O95696	12.365970467510401	3
Q6XJV4	2.443335629830662	2
P46108	2.55596392119462	3
Q9BZ95	5.11275302130666	2
Q96CB9	3.791430498249158	3
Q15904	0.928205309527439	4
O00522	3.3503364234585957	2
P53985	0.07334166619323562	2
Q96PN6	6.881804366573469	3
P98078	1.3788219609507237	3
O94925	11.597160557754101	4
P22288	4.92635220015784	2
P22059	1.076439191656144	2
P27540	4.481254406840069	2
Q8C6P8	2.2139340550251267	2
Q8VDG3	0.0	2
O75420	1.6759802870132139	5
P15291	4.962277171514152	4
P22223	5.141769369694757	2
Q8VC57	2.2276542129759562	3
Q16773	3.7177867430322933	2
Q14623	3.4487562766216047	3
P10114	2.05809527768716	3
Q8NHM5	2.678959919418642	3
Q02293	7.205039157252118	3
Q13888	5.837654941092039	3
O35680	0.01	2
Q9P243	4.370856909213293	2
P42575	5.9610603831494915	3
P08921	3.1846416431171938	4
Q9BVI0	2.1179606239540654	5
Q9NZE8	7.081321553885733	3
P60568	5.685932912069483	5
Q9H3P7	2.7389244999364952	3
Q8N159	2.442704419376784	3
Q13546	5.544479214432389	3
P21816	6.258241623987232	2
Q8BHB9	2.640685895747542	2
P05386	2.1443499036099096	3
P10852	1.7123212315450627	2
O43447	2.924722106457296	2
Q16531	11.739323465816206	3
P21964	3.104054740748043	5
P63213	3.2625470111555477	2
P16070	2.9369443133978557	2
P35052	0.05383307533477888	3
Q8JZL3	2.332657403505499	3
P22314	2.39741444060054	2
Q9P1U0	2.2022288709396216	2
P61247	10.423136414380268	2
Q9DBG3	3.2037476180248654	2
P14925	5.94325737834943	3
Q9NV31	0.11474028644435785	3
Q99598	1.934508809319134	2
P01275	4.166183722741495	3
P0DN86	0.35876500615970386	3
O75970	3.769628078982063	2
P49406	7.446211310090015	3
P12821	10.617070819101198	4
P04004	1.9372230124588135	2
P83881	8.882083056167996	2
Q9NNX6	4.198862083145541	2
Q86SZ2	1.9748555904584495	3
P10721	7.363064290204302	2
Q7Z6L1	0.6165641287411461	3
Q9BUR4	0.22422533309151316	2
Q01344	2.1147490788901333	2
Q9NR80	2.6565788149422556	2
P11532	2.8101769571903286	4
Q9WV60	2.7034764895580725	4
Q04446	2.7748845021009436	2
Q5TD94	2.3648404808781502	2
Q9UNN5	4.252956463370156	3
A6NL82	0.012727922061357866	2
Q9NXV2	6.124207780485743	2
Q8WTR2	2.535227011531709	2
P62270	0.17177601695230926	2
P01730	8.847123696047003	3
P54098	3.0376079357659984	2
Q7KZI7	2.6140793765331223	5
O60667	3.956167963556106	4
P62942	7.634269068387067	2
P21399	2.1958096456660354	2
Q99MH5	2.826085278260371	2
P01850	7.855934586843958	3
P45448	2.68734212534935	3
P31809	1.9208157121389862	2
P09327	0.0	2
Q9NPJ6	2.9215230894574	3
Q02410	1.7237914784224133	3
Q13105	4.7014543338452235	2
Q6ZW76	1.9056037465779552	3
Q96PH1	1.549872350688585	3
Q12860	0.0	2
P09382	7.912842579852859	4
Q8N201	2.130129573523639	2
P35221	3.67326788464726	2
O15305	3.0665892576718545	3
P26012	2.824331207111506	4
Q76I76	2.5981223989642985	2
P01897	5.776646758047505	3
Q62696	4.442995134682559	3
P09871	4.424449040294762	3
P62306	11.126653715753816	3
O95299	0.5439535825785136	3
P26927	2.1881595005849097	2
P51570	6.8715822256206724	4
Q8NI77	0.12526771331831688	2
O95749	4.222726363515569	5
P67775	5.732103658966999	2
Q9NP59	2.01157312259612	3
P60867	0.1704171352886794	2
P42866	2.4040982053491495	3
P62258	4.108517768397016	3
Q13114	2.826401832459097	4
P04629	7.425475423973948	2
P84022	3.5010658544053586	2
O35718	2.6946425551453017	2
P17812	3.5101321557704583	5
Q9P0K1	4.301465166872583	2
P35228	5.400138943619804	3
Q9NS69	3.0337947336156885	2
O95848	2.1933135782571016	3
Q60793	2.5468814918117673	2
O75880	3.153471141400345	4
Q9UNA0	3.6807140302189327	3
P97333	0.9626042800652819	3
O43681	2.435511265292922	3
Q9Y2X3	0.016613247725836153	2
Q9UP95	3.923807114755397	3
O43242	7.450982592339571	3
P08069	7.2192792498020255	2
Q92499	0.0	2
Q9UI10	6.481524830944424	3
C6K2K4	0.47427488513167804	3
Q8C1Q4	1.3351318317083383	5
O43521	5.224001983026481	3
Q8N4V1	2.7527591612780076	2
P05202	1.861196928336906	4
P54818	1.8501247448289995	2
Q5EE01	1.4019079135012855	4
P08118	1.5918469607804764	3
O60507	2.404471621037384	4
P13053	6.556087194356097	2
O60658	3.376535502552876	2
P11387	3.4106882492150077	2
P16035	2.8007853065405306	2
P06702	5.445449002820085	3
Q8NAT1	2.714802719733475	4
Q03137	1.798764020098245	2
Q6ZWV7	1.0840971360787979	3
Q9ET47	2.3757258061868667	3
Q6PH85	2.828119988025025	2
Q9NPJ3	3.67065607467886	4
Q15648	0.9343047604771568	3
P05696	3.13575472042484	2
P16871	3.3806880862195685	3
P09104	4.777288435371768	2
Q920N1	0.2958082148960708	3
Q969T7	2.7195348853429278	3
Q99LI7	2.765215362318096	2
Q9QZL0	0.04115476018292741	3
Q9BWV1	2.0068179809499065	3
Q924T2	0.013686976778431875	2
P22734	11.102805083128889	2
P16410	4.791195780474597	2
Q9ULI0	3.085303224766434	4
O35423	0.02102379604162863	3
P35080	2.827812228561154	2
Q9NP91	4.3297494938712	3
P01849	3.268130980913478	3
Q02078	3.797139557255736	4
Q14457	4.563293236627207	2
O95793	2.1813662941246346	4
P59665	5.874511110097463	2
Q9H9E1	1.4789323159690997	5
Q05315	7.496475956819258	3
Q9Z200	2.2062962176462166	2
P41279	3.060377974245391	3
Q9UBU7	0.055785302723925234	3
Q9Y3B7	7.500218690686597	3
P97571	3.114306497908738	3
P21283	0.18952308566504517	2
Q9NZ52	2.9198574627305236	7
Q13123	3.2172724421611973	4
Q9NPF0	2.3581028759457405	3
Q4G0W2	1.7379122532510094	2
Q9BXD5	2.827920039805823	3
Q13257	5.611222745385215	3
P19875	2.1334085403410197	2
Q86YD5	2.5677520231190583	3
P54116	3.054219239423849	4
Q9ERK0	0.01312757911167681	2
P51813	2.834326986887295	3
Q9Y285	2.8995665193266387	2
P01111	4.059007453687529	2
P05181	4.1212262587764865	4
P02042	1.6435984911163675	2
Q70E73	0.32068941022728437	3
Q9UHX3	0.8500168625778355	2
Q9UH03	2.7576906456956793	3
Q8NHP6	2.8308471877526293	4
